,Date,Team,Opp1,Lg,Att,Cmp,Pct,Pass_Yds,YPA,Pass_TD,TD%T%,Int,Int%I%,Lg,FD,20+,Sack,Loss,Rate,Res,Date,Team,Opp2,Lg,Att,Rush_Yds,Avg,Lg,Rush_TD,FD,10+,Res,Date,Team,Opp3,Lg,Rec,Rec_Yds,Avg,Lg,Rec_TD,FD,20+,Tar,YAC,Res
11624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/29/23,SF,@ PHI,NFL,0,0,0.00,0,0,0,0,0,0,"L, 31-7"
11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/12/22,NYJ,@ PHI,NFL,0,0,0.00,0,0,0,0,"W, 24-21",08/12/22,NYJ,@ PHI,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-21"
11626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/22/22,NYJ,vs ATL,NFL,2,8,4.00,8,0,1,0,"W, 24-16",08/22/22,NYJ,vs ATL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-16"
11627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/28/22,NYJ,vs NYG,NFL,3,14,4.67,9,0,0,0,"W, 31-27",08/28/22,NYJ,vs NYG,NFL,0,0,0.00,0,0,0,0,0,0,"W, 31-27"
11628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/03/22,SF,vs LA,NFL,0,0,0.00,0,0,0,0,"W, 24-9",10/03/22,SF,vs LA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-9"
11629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,SF,@ CAR,NFL,8,23,2.88,14,1,2,1,"W, 37-15",10/09/22,SF,@ CAR,NFL,3,44,14.67,30,1,2,1,3,20,"W, 37-15"
11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,SF,@ ATL,NFL,4,3,0.75,5,0,0,0,"L, 28-14",10/16/22,SF,@ ATL,NFL,0,0,0.00,0,0,0,0,0,0,"L, 28-14"
11631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,SF,vs KC,NFL,0,0,0.00,0,0,0,0,"L, 44-23",10/23/22,SF,vs KC,NFL,0,0,0.00,0,0,0,0,0,0,"L, 44-23"
11632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,SF,vs TB,NFL,0,0,0.00,0,0,0,0,"W, 35-7",12/11/22,SF,vs TB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 35-7"
11633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/29/23,SF,@ PHI,NFL,0,0,0.00,0,0,0,0,"L, 31-7",01/29/23,SF,@ PHI,NFL,0,0,0.00,0,0,0,0,0,0,"L, 31-7"
11634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/25/22,SF,@ HOU,NFL,0,0,0.00,0,0,0,0,"L, 17-0",08/25/22,SF,@ HOU,NFL,1,15,15.00,15,0,1,0,1,8,"L, 17-0"
11635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,SF,@ CHI,NFL,0,0,0.00,0,0,0,0,"L, 19-10",09/11/22,SF,@ CHI,NFL,0,0,0.00,0,0,0,0,2,0,"L, 19-10"
11636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,SF,vs SEA,NFL,2,1,0.50,1t,1,1,0,"W, 27-7",09/18/22,SF,vs SEA,NFL,0,0,0.00,0,0,0,0,1,0,"W, 27-7"
11637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,SF,@ DEN,NFL,0,0,0.00,0,0,0,0,"L, 11-10",09/25/22,SF,@ DEN,NFL,1,24,24.00,24,0,1,1,1,1,"L, 11-10"
11638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/03/22,SF,vs LA,NFL,1,9,9.00,9,0,1,0,"W, 24-9",10/03/22,SF,vs LA,NFL,1,35,35.00,35,0,1,1,1,32,"W, 24-9"
11639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,SF,@ CAR,NFL,0,0,0.00,0,0,0,0,"W, 37-15",10/09/22,SF,@ CAR,NFL,2,27,13.50,18,0,1,0,2,27,"W, 37-15"
11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,SF,@ ATL,NFL,0,0,0.00,0,0,0,0,"L, 28-14",10/16/22,SF,@ ATL,NFL,4,33,8.25,10,0,3,0,4,29,"L, 28-14"
11641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,SF,vs KC,NFL,0,0,0.00,0,0,0,0,"L, 44-23",10/23/22,SF,vs KC,NFL,3,34,11.33,17,0,1,0,4,23,"L, 44-23"
11642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,SF,vs LAC,NFL,0,0,0.00,0,0,0,0,"W, 22-16",11/13/22,SF,vs LAC,NFL,0,0,0.00,0,0,0,0,0,0,"W, 22-16"
11643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/21/22,SF,@ ARI,NFL,1,4,4.00,4,0,1,0,"W, 38-10",11/21/22,SF,@ ARI,NFL,0,0,0.00,0,0,0,0,0,0,"W, 38-10"
11644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,SF,vs NO,NFL,0,0,0.00,0,0,0,0,"W, 13-0",11/27/22,SF,vs NO,NFL,2,2,1.00,2,0,0,0,2,0,"W, 13-0"
11645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,SF,vs MIA,NFL,1,0,0.00,0,0,0,0,"W, 33-17",12/04/22,SF,vs MIA,NFL,3,12,4.00,5,1,1,0,3,4,"W, 33-17"
11646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,SF,vs TB,NFL,0,0,0.00,0,0,0,0,"W, 35-7",12/11/22,SF,vs TB,NFL,2,7,3.50,6,0,0,0,2,12,"W, 35-7"
11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/15/22,SF,@ SEA,NFL,0,0,0.00,0,0,0,0,"W, 21-13",12/15/22,SF,@ SEA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 21-13"
11648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,SF,vs WAS,NFL,0,0,0.00,0,0,0,0,"W, 37-20",12/24/22,SF,vs WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-20"
11649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,SF,@ LV,NFL,1,9,9.00,9,0,1,0,"W, 37-34",01/01/23,SF,@ LV,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-34"
11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,SF,vs ARI,NFL,1,3,3.00,3,0,1,0,"W, 38-13",01/08/23,SF,vs ARI,NFL,1,26,26.00,26,0,1,1,1,21,"W, 38-13"
11651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/14/23,SF,vs SEA,NFL,0,0,0.00,0,0,0,0,"W, 41-23",01/14/23,SF,vs SEA,NFL,1,6,6.00,6,0,0,0,1,3,"W, 41-23"
11652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,SF,vs DAL,NFL,1,8,8.00,8,0,0,0,"W, 19-12",01/22/23,SF,vs DAL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 19-12"
11653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/29/23,SF,@ PHI,NFL,0,0,0.00,0,0,0,0,"L, 31-7",01/29/23,SF,@ PHI,NFL,0,0,0.00,0,0,0,0,0,0,"L, 31-7"
11654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/25/22,SF,@ HOU,NFL,0,0,0.00,0,0,0,0,1,0,"L, 17-0"
11655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,SF,@ CHI,NFL,2,40,20.00,31,0,1,1,3,14,"L, 19-10"
11656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,SF,vs SEA,NFL,5,63,12.60,25,0,3,1,8,27,"W, 27-7"
11657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,SF,@ DEN,NFL,3,39,13.00,20,1,3,1,8,13,"L, 11-10"
11658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/03/22,SF,vs LA,NFL,4,37,9.25,15,0,2,0,4,33,"W, 24-9"
11659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,SF,@ CAR,NFL,3,58,19.33,24,0,2,1,4,25,"W, 37-15"
11660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,SF,@ ATL,NFL,8,83,10.38,14t,2,5,0,11,37,"L, 28-14"
11661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,SF,vs KC,NFL,7,82,11.71,21,0,4,1,11,45,"L, 44-23"
11662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,SF,@ LA,NFL,6,81,13.50,34t,1,3,1,6,21,"W, 31-14"
11663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,SF,vs LAC,NFL,6,84,14.00,24,0,3,2,7,21,"W, 22-16"
11664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/21/22,SF,@ ARI,NFL,2,20,10.00,13t,2,2,0,4,8,"W, 38-10"
11665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,SF,vs NO,NFL,5,65,13.00,27,0,2,2,8,28,"W, 13-0"
11666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,SF,vs MIA,NFL,5,46,9.20,23,0,1,1,9,21,"W, 33-17"
11667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,SF,vs TB,NFL,2,57,28.50,32t,1,2,2,3,15,"W, 35-7"
11668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/15/22,SF,@ SEA,NFL,2,19,9.50,16,0,1,0,4,3,"W, 21-13"
11669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,SF,vs WAS,NFL,5,81,16.20,54,0,2,1,7,45,"W, 37-20"
11670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,SF,@ LV,NFL,9,101,11.22,23,1,8,1,12,23,"W, 37-34"
11671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,SF,vs ARI,NFL,4,59,14.75,22,0,3,2,5,9,"W, 38-13"
11672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/14/23,SF,vs SEA,NFL,3,73,24.33,31,0,3,2,5,17,"W, 41-23"
11673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,SF,vs DAL,NFL,2,26,13.00,17,0,2,0,4,4,"W, 19-12"
11674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/29/23,SF,@ PHI,NFL,1,10,10.00,10,0,1,0,1,3,"L, 31-7"
11675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/12/22,SF,vs GB,NFL,2,99,49.50,76t,1,2,2,4,43,"W, 28-21"
11676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/20/22,SF,@ MIN,NFL,2,24,12.00,15,0,1,0,4,5,"W, 17-7"
11677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/25/22,SF,@ HOU,NFL,0,0,0.00,0,0,0,0,1,0,"L, 17-0"
11678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,SF,vs SEA,NFL,0,0,0.00,0,0,0,0,2,0,"W, 27-7"
11679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,SF,@ DEN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 11-10"
11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,SF,@ CAR,NFL,0,0,0.00,0,0,0,0,2,0,"W, 37-15"
11681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,SF,vs KC,NFL,0,0,0.00,0,0,0,0,2,0,"L, 44-23"
11682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,SF,@ LA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 31-14"
11683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/21/22,SF,@ ARI,NFL,0,0,0.00,0,0,0,0,0,0,"W, 38-10"
11684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,SF,vs NO,NFL,0,0,0.00,0,0,0,0,0,0,"W, 13-0"
11685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,SF,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 33-17"
11686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,SF,vs TB,NFL,1,10,10.00,10,0,1,0,1,4,"W, 35-7"
11687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/15/22,SF,@ SEA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 21-13"
11688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,SF,vs WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-20"
11689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,SF,@ LV,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-34"
11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,SF,vs ARI,NFL,0,0,0.00,0,0,0,0,0,0,"W, 38-13"
11691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/14/23,SF,vs SEA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 41-23"
11692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,SF,vs DAL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 19-12"
11693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/29/23,SF,@ PHI,NFL,0,0,0.00,0,0,0,0,0,0,"L, 31-7"
11694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/25/22,SF,@ HOU,NFL,0,0,0.00,0,0,0,0,1,0,"L, 17-0"
11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,SF,@ DEN,NFL,4,28,7.00,11,0,0,0,5,12,"L, 11-10"
11696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/03/22,SF,vs LA,NFL,2,24,12.00,20,0,1,1,4,8,"W, 24-9"
11697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,SF,@ CAR,NFL,5,47,9.40,20,0,2,1,6,16,"W, 37-15"
11698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,SF,@ ATL,NFL,8,83,10.38,19,0,4,0,10,67,"L, 28-14"
11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,SF,vs KC,NFL,6,98,16.33,34,1,5,1,9,34,"L, 44-23"
11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,SF,@ LA,NFL,3,39,13.00,23,1,2,1,5,22,"W, 31-14"
11701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,SF,vs LAC,NFL,1,21,21.00,21,0,1,1,2,9,"W, 22-16"
11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/21/22,SF,@ ARI,NFL,4,84,21.00,39t,2,3,2,6,54,"W, 38-10"
11703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,SF,vs NO,NFL,3,26,8.67,14,0,2,0,4,11,"W, 13-0"
11704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,SF,vs MIA,NFL,2,22,11.00,19,0,2,0,3,9,"W, 33-17"
11705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,SF,vs TB,NFL,4,28,7.00,15,0,2,0,5,9,"W, 35-7"
11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/15/22,SF,@ SEA,NFL,4,93,23.25,54t,2,2,2,5,60,"W, 21-13"
11707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,SF,vs WAS,NFL,6,120,20.00,34t,2,5,3,8,49,"W, 37-20"
11708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,SF,@ LV,NFL,4,23,5.75,9,1,2,0,8,12,"W, 37-34"
11709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,SF,vs ARI,NFL,4,29,7.25,15,2,3,0,6,10,"W, 38-13"
11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/14/23,SF,vs SEA,NFL,2,37,18.50,23,0,2,1,2,12,"W, 41-23"
11711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,SF,vs DAL,NFL,5,95,19.00,31,0,4,2,5,29,"W, 19-12"
11712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/29/23,SF,@ PHI,NFL,3,32,10.67,22,0,1,1,4,13,"L, 31-7"
11713,08/12/22,SF,vs GB,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 28-21",08/12/22,SF,vs GB,NFL,0,0,0.00,0,0,0,0,"W, 28-21",08/12/22,SF,vs GB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 28-21"
11714,08/20/22,SF,@ MIN,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 17-7",08/20/22,SF,@ MIN,NFL,0,0,0.00,0,0,0,0,"W, 17-7",08/20/22,SF,@ MIN,NFL,2,7,3.50,4,0,0,0,4,1,"W, 17-7"
11715,08/25/22,SF,@ HOU,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"L, 17-0",08/25/22,SF,@ HOU,NFL,0,0,0.00,0,0,0,0,"L, 17-0",08/25/22,SF,@ HOU,NFL,3,34,11.33,26,0,1,1,4,17,"L, 17-0"
11716,09/11/22,SF,@ CHI,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"L, 19-10",09/11/22,SF,@ CHI,NFL,0,0,0.00,0,0,0,0,"L, 19-10",09/11/22,SF,@ CHI,NFL,4,62,15.50,44,0,2,1,6,18,"L, 19-10"
11717,09/18/22,SF,vs SEA,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 27-7",09/18/22,SF,vs SEA,NFL,0,0,0.00,0,0,0,0,"W, 27-7",09/18/22,SF,vs SEA,NFL,1,4,4.00,4,0,0,0,2,6,"W, 27-7"
11718,09/25/22,SF,@ DEN,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"L, 11-10",09/25/22,SF,@ DEN,NFL,0,0,0.00,0,0,0,0,"L, 11-10",09/25/22,SF,@ DEN,NFL,1,5,5.00,5,0,1,0,3,0,"L, 11-10"
11719,10/03/22,SF,vs LA,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 24-9",10/03/22,SF,vs LA,NFL,0,0,0.00,0,0,0,0,"W, 24-9",10/03/22,SF,vs LA,NFL,2,22,11.00,12,0,2,0,4,10,"W, 24-9"
11720,10/09/22,SF,@ CAR,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 37-15",10/09/22,SF,@ CAR,NFL,0,0,0.00,0,0,0,0,"W, 37-15",10/09/22,SF,@ CAR,NFL,2,45,22.50,32,0,2,1,2,34,"W, 37-15"
11721,10/16/22,SF,@ ATL,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"L, 28-14",10/16/22,SF,@ ATL,NFL,0,0,0.00,0,0,0,0,"L, 28-14",10/16/22,SF,@ ATL,NFL,2,18,9.00,9,0,0,0,3,17,"L, 28-14"
11722,10/23/22,SF,vs KC,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"L, 44-23",10/23/22,SF,vs KC,NFL,0,0,0.00,0,0,0,0,"L, 44-23",10/23/22,SF,vs KC,NFL,2,24,12.00,13,0,2,0,4,15,"L, 44-23"
11723,11/13/22,SF,vs LAC,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 22-16",11/13/22,SF,vs LAC,NFL,0,0,0.00,0,0,0,0,"W, 22-16",11/13/22,SF,vs LAC,NFL,4,40,10.00,12,0,3,0,4,15,"W, 22-16"
11724,11/21/22,SF,@ ARI,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 38-10",11/21/22,SF,@ ARI,NFL,0,0,0.00,0,0,0,0,"W, 38-10",11/21/22,SF,@ ARI,NFL,0,0,0.00,0,0,0,0,2,0,"W, 38-10"
11725,11/27/22,SF,vs NO,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 13-0",11/27/22,SF,vs NO,NFL,0,0,0.00,0,0,0,0,"W, 13-0",11/27/22,SF,vs NO,NFL,6,49,8.17,13,1,5,0,7,17,"W, 13-0"
11726,12/04/22,SF,vs MIA,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 33-17",12/04/22,SF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 33-17",12/04/22,SF,vs MIA,NFL,2,34,17.00,19,0,2,0,4,17,"W, 33-17"
11727,12/11/22,SF,vs TB,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 35-7",12/11/22,SF,vs TB,NFL,0,0,0.00,0,0,0,0,"W, 35-7",12/11/22,SF,vs TB,NFL,1,5,5.00,5,0,0,0,2,0,"W, 35-7"
11728,12/15/22,SF,@ SEA,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 21-13",12/15/22,SF,@ SEA,NFL,0,0,0.00,0,0,0,0,"W, 21-13",12/15/22,SF,@ SEA,NFL,3,31,10.33,12,0,2,0,5,13,"W, 21-13"
11729,12/24/22,SF,vs WAS,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 37-20",12/24/22,SF,vs WAS,NFL,0,0,0.00,0,0,0,0,"W, 37-20",12/24/22,SF,vs WAS,NFL,2,21,10.50,15,0,1,0,3,0,"W, 37-20"
11730,01/01/23,SF,@ LV,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"W, 37-34",01/01/23,SF,@ LV,NFL,0,0,0.00,0,0,0,0,"W, 37-34",01/01/23,SF,@ LV,NFL,2,46,23.00,28,0,1,1,3,11,"W, 37-34"
